Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
Update logic trừ phép năm khi đơn được duyệt.,AMS-180,10528,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:51 AM,14/Jan/26 10:51 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001pj:,,,,,,10274,AMS-46,Quản lý Đơn từ (Request),To Do,14/Jan/26 10:51 AM
Code API tạo đơn (User) và Duyệt đơn (Manager).,AMS-179,10526,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:51 AM,14/Jan/26 10:51 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001pb:,,,,,,10274,AMS-46,Quản lý Đơn từ (Request),To Do,14/Jan/26 10:51 AM
"Tạo bảng requests (type, date, reason, status).",AMS-178,10524,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:50 AM,14/Jan/26 10:50 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001p3:,,,,,,10274,AMS-46,Quản lý Đơn từ (Request),To Do,14/Jan/26 10:50 AM
Check Conflict: 1 user không thể có 2 ca trùng giờ trong 1 ngày.,AMS-177,10522,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:50 AM,14/Jan/26 10:50 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001ov:,,,,,,10272,AMS-45,Logic Phân ca & Xếp lịch,To Do,14/Jan/26 10:50 AM
Code API gán ca cho user theo range ngày.,AMS-176,10520,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:50 AM,14/Jan/26 10:50 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001on:,,,,,,10272,AMS-45,Logic Phân ca & Xếp lịch,To Do,14/Jan/26 10:50 AM
"Tạo bảng schedule (date, user_id, shift_id).",AMS-175,10518,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:50 AM,14/Jan/26 10:50 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001of:,,,,,,10272,AMS-45,Logic Phân ca & Xếp lịch,To Do,14/Jan/26 10:50 AM
Validate logic: Giờ ra phải lớn hơn giờ vào.,AMS-174,10516,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:50 AM,14/Jan/26 10:50 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001o7:,,,,,,10270,AMS-44,Quản lý Ca làm việc (Shifts),To Do,14/Jan/26 10:50 AM
Code API CRUD Shift.,AMS-173,10514,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:50 AM,14/Jan/26 10:50 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001nz:,,,,,,10270,AMS-44,Quản lý Ca làm việc (Shifts),To Do,14/Jan/26 10:50 AM
"Design Table shifts (start_time, end_time, break_time, tolerance).",AMS-172,10512,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:50 AM,14/Jan/26 10:50 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001nr:,,,,,,10270,AMS-44,Quản lý Ca làm việc (Shifts),To Do,14/Jan/26 10:50 AM
Script: Test tính năng Import Excel với file mẫu.,AMS-165,10498,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:48 AM,14/Jan/26 10:48 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001m7:,,,,,,10244,AMS-31,Kiểm thử E2E Luồng Nhân sự,To Do,14/Jan/26 10:48 AM
Script: Verify nhân viên mới xuất hiện trong Grid.,AMS-164,10496,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:48 AM,14/Jan/26 10:48 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001lz:,,,,,,10244,AMS-31,Kiểm thử E2E Luồng Nhân sự,To Do,14/Jan/26 10:48 AM
Script: Login Admin -> Vào menu Nhân viên -> Ấn tạo mới -> Điền form -> Submit.,AMS-163,10494,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:48 AM,14/Jan/26 10:48 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001lr:,,,,,,10244,AMS-31,Kiểm thử E2E Luồng Nhân sự,To Do,14/Jan/26 10:48 AM
Gọi API upload ảnh lên Server lấy Vector.,AMS-162,10492,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:47 AM,14/Jan/26 10:47 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001lj:,,,,,,10486,AMS-159,Xây dựng UI Đăng ký Webcam,To Do,14/Jan/26 10:47 AM
Code chức năng Capture ảnh từ Video Stream.,AMS-161,10490,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:47 AM,14/Jan/26 10:47 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001lb:,,,,,,10486,AMS-159,Xây dựng UI Đăng ký Webcam,To Do,14/Jan/26 10:47 AM
Sử dụng HTML5 Media API truy cập Webcam.,AMS-160,10488,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:47 AM,14/Jan/26 10:47 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001l3:,,,,,,10486,AMS-159,Xây dựng UI Đăng ký Webcam,To Do,14/Jan/26 10:47 AM
Xây dựng UI Đăng ký Webcam,AMS-159,10486,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:47 AM,14/Jan/26 4:14 PM,,,,0,Giao diện Admin chụp ảnh lấy mẫu Vector gốc tại chỗ.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001kv:,,,,,,10210,AMS-13,Quản lý Nhân sự (HRM),To Do,14/Jan/26 10:47 AM
Gọi API Search/Filter nhân viên.,AMS-158,10484,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:45 AM,14/Jan/26 10:45 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001kn:,,,,,,10240,AMS-29,Xây dựng UI Danh sách Nhân viên,To Do,14/Jan/26 10:45 AM
"Tạo Form Modal thêm mới với các Tabs: Thông tin chung, Hợp đồng, Lương.",AMS-157,10482,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:44 AM,14/Jan/26 10:44 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001kf:,,,,,,10240,AMS-29,Xây dựng UI Danh sách Nhân viên,To Do,14/Jan/26 10:44 AM
"Setup Grid/Table hiển thị danh sách (Paging, Sort).",AMS-156,10480,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:44 AM,14/Jan/26 10:44 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001k7:,,,,,,10240,AMS-29,Xây dựng UI Danh sách Nhân viên,To Do,14/Jan/26 10:44 AM
Viết Unit Test logic check trùng mã nhân viên/email.,AMS-151,10470,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:43 AM,14/Jan/26 10:43 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001j3:,,,,,,10236,AMS-27,Phát triển Module Hồ sơ Nhân viên,To Do,14/Jan/26 10:43 AM
"Implement Validate DTO (Format email, phone, ngày sinh).",AMS-150,10468,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:43 AM,14/Jan/26 10:43 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001iv:,,,,,,10236,AMS-27,Phát triển Module Hồ sơ Nhân viên,To Do,14/Jan/26 10:43 AM
"Code API CRUD Employees (Full fields: Info, Contract, Salary).",AMS-149,10466,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:43 AM,14/Jan/26 10:43 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001in:,,,,,,10236,AMS-27,Phát triển Module Hồ sơ Nhân viên,To Do,14/Jan/26 10:43 AM
Viết test case: Truy cập trang Admin bằng tài khoản User (Check redirect 403).,AMS-148,10464,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:42 AM,14/Jan/26 10:42 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001if:,,,,,,10234,AMS-26,Kiểm thử E2E Module Xác thực,To Do,14/Jan/26 10:42 AM
"Viết test case: Login đúng, Login sai pass, Login user không tồn tại.",AMS-147,10462,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:42 AM,14/Jan/26 10:42 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001i7:,,,,,,10234,AMS-26,Kiểm thử E2E Module Xác thực,To Do,14/Jan/26 10:42 AM
Tạo file spec auth.cy.ts.,AMS-146,10460,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:42 AM,14/Jan/26 10:42 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001hz:,,,,,,10234,AMS-26,Kiểm thử E2E Module Xác thực,To Do,14/Jan/26 10:42 AM
Bind action CRUD vào Node trên cây (Thêm/Sửa/Xóa phòng ban).,AMS-145,10458,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:40 AM,14/Jan/26 10:40 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001hr:,AMS Sprint 2,,,,,10232,AMS-25,Xây dựng UI Đăng nhập & Tổ chức,To Do,14/Jan/26 10:40 AM
Tích hợp thư viện Tree View (PrimeNG/Material) hiển thị sơ đồ tổ chức.,AMS-144,10456,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:40 AM,14/Jan/26 10:40 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001hj:,AMS Sprint 2,,,,,10232,AMS-25,Xây dựng UI Đăng nhập & Tổ chức,To Do,14/Jan/26 10:40 AM
"Implement Form Login (Validation, Error handling).",AMS-143,10454,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:40 AM,14/Jan/26 10:40 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001hb:,AMS Sprint 2,,,,,10232,AMS-25,Xây dựng UI Đăng nhập & Tổ chức,To Do,14/Jan/26 10:40 AM
CSS Responsive cho Mobile view.,AMS-142,10452,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:40 AM,18/Jan/26 11:21 PM,,18/Jan/26 11:21 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001h3:,AMS Sprint 1,,,,,10230,AMS-24,Xây dựng Layout Admin Dashboard,Done,18/Jan/26 11:21 PM
Cấu hình Breadcrumb động theo Router.,AMS-141,10450,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:40 AM,18/Jan/26 11:21 PM,,18/Jan/26 11:21 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001gv:,AMS Sprint 1,,,,,10230,AMS-24,Xây dựng Layout Admin Dashboard,Done,18/Jan/26 11:21 PM
"Tạo Component Header (User info, Logout).",AMS-140,10448,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:40 AM,18/Jan/26 11:21 PM,,18/Jan/26 11:21 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001gn:,AMS Sprint 1,,,,,10230,AMS-24,Xây dựng Layout Admin Dashboard,Done,18/Jan/26 11:21 PM
Tạo Component Sidebar (Menu).,AMS-139,10446,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:39 AM,18/Jan/26 11:21 PM,16/Jan/26 11:17 PM,18/Jan/26 11:21 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001gf:,AMS Sprint 1,,,,,10230,AMS-24,Xây dựng Layout Admin Dashboard,Done,18/Jan/26 11:21 PM
Viết Unit Test cho Service (Mock Repository).,AMS-138,10444,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:39 AM,14/Jan/26 10:39 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001g7:,,,,,,10228,AMS-23,Phát triển Module Tổ chức,To Do,14/Jan/26 10:39 AM
"Code API CRUD (Create, Read Tree, Update, Delete).",AMS-137,10442,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:39 AM,14/Jan/26 10:39 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001fz:,,,,,,10228,AMS-23,Phát triển Module Tổ chức,To Do,14/Jan/26 10:39 AM
Code Entity & Repository cho Departments (Sử dụng Nested Set hoặc Adjacency List).,AMS-136,10440,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:39 AM,14/Jan/26 10:39 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001fr:,,,,,,10228,AMS-23,Phát triển Module Tổ chức,To Do,14/Jan/26 10:39 AM
Code API POST /logout: Xóa/Revoke token trong Redis.,AMS-135,10438,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:38 AM,14/Jan/26 10:38 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001fj:,AMS Sprint 2,,,,,10226,AMS-22,Phát triển Module Xác thực,To Do,14/Jan/26 10:38 AM
Code API POST /refresh: Cấp lại token mới.,AMS-134,10436,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:38 AM,14/Jan/26 10:38 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001fb:,AMS Sprint 2,,,,,10226,AMS-22,Phát triển Module Xác thực,To Do,14/Jan/26 10:38 AM
Code Middleware AuthGuard: Verify JWT verify và decode Role.,AMS-133,10434,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:38 AM,14/Jan/26 10:38 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001f3:,AMS Sprint 2,,,,,10226,AMS-22,Phát triển Module Xác thực,To Do,14/Jan/26 10:38 AM
